run_date,ticker,sector,score,entry_price,original_stop,atr,exit_price,exit_day,exit_reason,peak_close,final_stop,stop_moved,return_pct,prob,allocation_pct
2025-11-17 20:32,IPF,FinServices,85,208.0,203.09,4.9107,203.09,5,stop_hit,208.0,203.09,False,-2.36,62.8,21.4
2025-11-17 20:32,MAB,Leisure,80,242.0,234.59,7.4115,243.5,5,friday_close,246.0,234.59,False,0.62,61.7,19.6
2025-11-17 20:32,COA,ConsStaples,75,80.6,78.61,1.9886,79.6,5,friday_close,80.6,78.61,False,-1.24,60.7,17.9
2025-11-17 20:32,HTG,Energy,75,368.5,354.52,13.9845,358.0,5,friday_close,370.0,354.52,False,-2.85,60.7,17.9
2025-11-24 20:32,CCL,Leisure,90,1843.91,1782.36,61.5587,1804.92,5,friday_close,1843.91,1782.36,False,-2.11,63.8,21.3
2025-11-24 20:32,MGNS,Materials,90,4490.0,4369.83,120.1665,4705.0,5,friday_close,4750.0,4369.83,False,4.79,63.8,21.3
2025-11-24 20:32,EDV,Mining,85,3294.0,3137.19,156.8121,3612.0,5,friday_close,3612.0,3137.19,False,9.65,62.8,19.7
2025-11-24 20:32,RTO,Industrials,85,405.5,397.55,7.9536,422.5,5,friday_close,422.5,397.55,False,4.19,62.8,19.7
2025-11-24 20:32,PHNX,Insurance,80,664.0,651.76,12.2413,694.0,5,friday_close,696.0,651.76,False,4.52,61.7,18.0
2025-12-01 20:32,CCEP,ConsStaples,95,6970.0,6833.75,136.246,6833.75,3,stop_hit,7010.0,6833.75,False,-1.95,64.9,22.2
2025-12-01 20:32,SDR,FinServices,90,386.0,378.4,7.6038,390.2,5,friday_close,390.2,378.4,False,1.09,63.8,20.6
2025-12-01 20:32,DCC,Industrials,85,5025.0,4930.38,94.6153,5000.0,5,friday_close,5025.0,4930.38,False,-0.5,62.8,19.1
2025-12-01 20:32,INF,Media,85,946.2,927.95,18.2503,941.4,5,friday_close,948.6,927.95,False,-0.51,62.8,19.1
2025-12-01 20:32,NXT,Retail,85,14095.51,13847.08,248.4307,13931.41,5,friday_close,14285.45,13847.08,False,-1.16,62.8,19.1
2025-12-08 20:32,AAS,FinServices,90,361.99,355.24,6.7417,369.99,5,friday_close,369.99,355.24,False,2.21,63.8,21.6
2025-12-08 20:32,JMAT,Chemicals,90,2004.0,1953.76,50.2412,2050.0,5,friday_close,2050.0,1953.76,False,2.3,63.8,21.6
2025-12-08 20:32,PRU,Insurance,85,1097.5,1075.58,21.9169,1075.58,4,stop_hit,1097.5,1075.58,False,-2.0,62.8,20.1
2025-12-08 20:32,NG,Utilities,80,1135.5,1120.21,15.2852,1120.21,2,stop_hit,1135.5,1120.21,False,-1.35,61.7,18.3
2025-12-08 20:32,QQ,Industrials,80,421.37,409.38,11.9933,435.77,5,friday_close,436.77,409.38,False,3.42,61.7,18.3
2025-12-15 20:32,FEV,FinServices,95,421.5,416.52,4.9773,416.52,5,stop_hit,422.0,416.52,False,-1.18,64.9,21.9
2025-12-15 20:32,BAG,ConsStaples,90,634.0,619.21,14.7902,635.0,5,friday_close,648.0,619.21,False,0.16,63.8,20.3
2025-12-15 20:32,GAMA,Telecoms,90,922.0,899.9,22.0969,908.0,5,friday_close,922.0,899.9,False,-1.52,63.8,20.3
2025-12-15 20:32,CSN,Insurance,85,284.5,278.38,6.12,298.0,5,friday_close,298.0,278.38,False,4.75,62.8,18.8
2025-12-15 20:32,KIE,Materials,85,221.5,214.07,7.4256,224.5,5,friday_close,225.0,214.07,False,1.35,62.8,18.8
2025-12-22 20:32,RICA,FinServices,90,294.0,289.51,4.4941,294.5,3,friday_close,294.5,289.51,False,0.17,63.8,21.2
2025-12-22 20:32,BLND,RealEstate,85,390.8,381.59,9.2095,398.8,3,friday_close,403.8,381.59,False,2.05,62.8,19.7
2025-12-22 20:32,BWY,Materials,85,2662.0,2593.38,68.6209,2700.0,3,friday_close,2744.0,2593.38,False,1.43,62.8,19.7
2025-12-22 20:32,COA,ConsStaples,85,81.6,79.54,2.0578,82.9,3,friday_close,84.6,79.54,False,1.59,62.8,19.7
2025-12-22 20:32,PNN,Energy,85,521.91,509.89,12.0232,528.41,3,friday_close,532.41,509.89,False,1.25,62.8,19.7
2025-12-29 20:32,ATR,FinServices,95,560.0,549.37,10.6303,576.0,4,friday_close,584.0,549.37,False,2.86,64.9,22.9
2025-12-29 20:32,BLND,RealEstate,85,398.8,390.22,8.5834,405.0,4,friday_close,405.0,390.22,False,1.55,62.8,19.7
2025-12-29 20:32,PNN,Energy,85,528.41,516.83,11.5829,531.41,4,friday_close,541.91,516.83,False,0.57,62.8,19.7
2025-12-29 20:32,PPH,Leisure,85,1770.0,1724.82,45.1803,1750.0,4,friday_close,1798.0,1724.82,False,-1.13,62.8,19.7
2025-12-29 20:32,HIK,Pharma,80,1536.0,1508.4,27.5955,1527.0,4,friday_close,1585.0,1508.4,False,-0.59,61.7,18.0
2026-01-05 20:32,ELM,Chemicals,95,169.0,164.59,4.4098,170.6,5,friday_close,170.6,164.59,False,0.95,64.9,22.6
2026-01-05 20:32,DGE,ConsStaples,90,1634.0,1592.79,41.2114,1592.79,2,stop_hit,1644.0,1592.79,False,-2.52,63.8,20.9
2026-01-05 20:32,WEIR,Industrials,85,2922.0,2875.2,46.7965,3030.0,5,friday_close,3030.0,2875.2,False,3.7,62.8,19.4
2026-01-05 20:32,N91,FinServices,85,220.6,212.48,8.1218,224.0,5,friday_close,224.0,212.48,False,1.54,62.8,19.4
2026-01-05 20:32,BP,Energy,80,435.17,426.9,8.2716,426.9,2,stop_hit,435.17,426.9,False,-1.9,61.7,17.7
2026-01-12 20:32,3IN,FinServices,85,379.5,374.15,5.3499,378.5,5,friday_close,385.0,374.15,False,-0.26,62.8,20.3
2026-01-12 20:32,BOWL,Leisure,85,279.91,270.67,9.2327,277.91,5,friday_close,279.91,270.67,False,-0.71,62.8,20.3
2026-01-12 20:32,ITV,Media,85,81.3,79.52,1.776,79.52,5,stop_hit,81.3,79.52,False,-2.19,62.8,20.3
2026-01-12 20:32,OXIG,Industrials,85,2150.0,2079.91,70.0879,2340.0,5,friday_close,2410.0,2079.91,False,8.84,62.8,20.3
2026-01-12 20:32,HSX,Insurance,80,1399.0,1375.61,23.3911,1516.0,5,friday_close,1516.0,1375.61,False,8.36,61.7,18.6
2026-01-19 20:32,SVT,Utilities,95,2874.0,2820.81,53.1897,2820.81,4,stop_hit,2874.0,2820.81,False,-1.85,64.9,23.7
2026-01-19 20:32,COST,Materials,95,164.0,159.64,4.3603,173.4,5,friday_close,173.4,159.64,False,5.73,64.9,23.7
2026-01-19 20:32,BLND,RealEstate,85,412.4,402.94,9.4618,411.6,5,friday_close,412.4,402.94,False,-0.19,62.8,20.3
2026-01-19 20:32,PRU,Insurance,75,1195.0,1172.89,22.1118,1172.89,1,stop_hit,1195.0,1172.89,False,-1.85,60.7,17.0
2026-01-19 20:32,IAG,Leisure,70,410.5,400.36,10.1418,414.2,5,friday_close,430.3,400.36,False,0.9,59.6,15.3
2026-01-26 20:32,ITV,Media,85,81.95,80.25,1.6963,83.5,5,friday_close,83.5,80.25,False,1.89,62.8,21.1
2026-01-26 20:32,ZIG,Industrials,85,376.0,364.12,11.8785,385.0,5,friday_close,385.0,364.12,False,2.39,62.8,21.1
2026-01-26 20:32,ABF,ConsStaples,80,1881.5,1840.59,40.9121,1915.0,5,friday_close,1915.0,1840.59,False,1.78,61.7,19.3
2026-01-26 20:32,AZN,Pharma,80,13750.59,13436.17,314.4216,14038.56,5,friday_close,14038.56,13436.17,False,2.09,61.7,19.3
2026-01-26 20:32,BLND,RealEstate,80,411.6,402.09,9.5119,414.4,5,friday_close,415.6,402.09,False,0.68,61.7,19.3
2026-02-02 20:32,LRE,Insurance,95,627.0,612.18,14.8209,642.0,5,friday_close,644.0,612.18,False,2.39,64.9,21.5
2026-02-02 20:32,PINT,FinServices,95,114.0,110.77,3.2319,113.0,5,friday_close,115.5,110.77,False,-0.88,64.9,21.5
2026-02-02 20:32,TRN,Industrials,90,210.2,201.69,8.5068,201.69,3,stop_hit,210.2,201.69,False,-4.05,63.8,19.9
2026-02-02 20:32,IHG,Leisure,85,140.4,136.38,4.0245,136.38,1,stop_hit,140.4,136.38,False,-2.86,62.8,18.5
2026-02-02 20:32,BWY,Materials,85,2744.0,2672.44,71.5626,2672.44,3,stop_hit,2744.0,2672.44,False,-2.61,62.8,18.5
2026-02-09 20:32,ELM,Chemicals,95,168.0,161.57,6.4254,169.2,5,friday_close,172.0,161.57,False,0.71,64.9,22.5
2026-02-09 20:32,ITRK,Industrials,85,4490.0,4413.94,76.0619,4413.94,2,stop_hit,4546.0,4413.94,False,-1.69,62.8,19.4
2026-02-09 20:32,SHEL,Energy,85,2822.64,2764.47,58.1744,2865.14,5,friday_close,2913.63,2764.47,False,1.51,62.8,19.4
2026-02-09 20:32,BRGE,FinServices,85,592.0,583.5,8.4995,583.5,3,stop_hit,598.0,583.5,False,-1.44,62.8,19.4
2026-02-09 20:32,SRE,RealEstate,85,99.5,96.47,3.0257,101.0,5,friday_close,103.4,96.47,False,1.51,62.8,19.4
2026-02-16 20:32,BPT,FinServices,90,266.4,256.74,9.6563,256.74,5,stop_hit,270.6,256.74,False,-3.63,63.8,20.9
2026-02-16 20:32,ENOG,Energy,90,866.71,841.3,25.4136,901.2,5,friday_close,907.2,841.3,False,3.98,63.8,20.9
2026-02-16 20:32,RR,Industrials,85,1298.0,1262.12,35.8791,1333.0,5,friday_close,1336.0,1262.12,False,2.7,62.8,19.4
2026-02-16 20:32,APN,ConsStaples,85,241.5,233.69,7.8142,249.0,5,friday_close,260.0,233.69,False,3.11,62.8,19.4
2026-02-16 20:32,JUST,Insurance,85,217.0,216.13,0.8732,217.0,5,friday_close,217.5,216.13,False,0.0,62.8,19.4
2026-02-23 20:32,BLND,RealEstate,85,417.0,406.93,10.0699,406.93,5,stop_hit,417.0,406.93,False,-2.41,62.8,20.7
2026-02-23 20:32,INPP,FinServices,85,129.8,127.82,1.9818,132.4,5,friday_close,134.0,127.82,False,2.0,62.8,20.7
2026-02-23 20:32,WOSG,ConsStaples,85,507.0,490.19,16.8058,492.6,5,friday_close,518.5,490.19,False,-2.84,62.8,20.7
2026-02-23 20:32,BCG,Tech,80,182.2,175.14,7.0573,182.6,5,friday_close,185.4,175.14,False,0.22,61.7,18.9
2026-02-23 20:32,DRX,Energy,80,867.0,843.76,23.2388,897.5,5,friday_close,899.5,843.76,False,3.52,61.7,18.9
