run_date,ticker,sector,score,entry_price,original_stop,atr,exit_price,exit_day,exit_reason,peak_close,final_stop,stop_moved,return_pct,prob,allocation_pct
2025-03-24 20:32,HWDN,Materials,80,741.78,723.78,17.9954,723.78,5,stop_hit,743.28,723.78,False,-2.43,61.7,16.7
2025-03-31 20:32,CCR,ConsStaples,90,129.15,124.7,4.4467,124.7,4,stop_hit,130.75,124.7,False,-3.45,63.8,23.1
2025-03-31 20:32,BHMG,FinServices,85,375.0,369.14,5.865,385.0,5,friday_close,385.0,369.14,False,2.67,62.8,21.4
2025-03-31 20:32,ENOG,Energy,80,874.33,836.07,38.2577,836.07,4,stop_hit,889.81,836.07,False,-4.38,61.7,19.6
2025-03-31 20:32,HLN,Pharma,75,391.23,384.28,6.9471,384.28,4,stop_hit,394.63,384.28,False,-1.78,60.7,17.9
2025-03-31 20:32,RKT,Materials,75,5443.6,5338.81,104.7912,5338.81,4,stop_hit,5487.32,5338.81,False,-1.93,60.7,17.9
2025-04-07 20:32,PINT,FinServices,68,91.98,89.52,2.4641,95.38,5,friday_close,95.38,89.52,False,3.7,59.2,22.1
2025-04-07 20:32,IMB,ConsStaples,65,2745.58,2678.84,66.7427,2919.49,5,friday_close,2919.49,2678.84,False,6.33,58.6,20.6
2025-04-07 20:32,PAF,Mining,65,39.54,37.15,2.3933,47.89,5,friday_close,47.89,37.15,False,21.11,58.6,20.6
2025-04-07 20:32,ADM,Insurance,63,2842.04,2775.07,66.9721,3127.84,5,friday_close,3127.84,2775.07,False,10.06,58.2,19.7
2025-04-07 20:32,BA,Industrials,58,1497.21,1432.3,64.9169,1692.68,5,friday_close,1692.68,1432.3,False,13.06,57.1,17.0
2025-04-14 20:32,HWDN,Materials,90,704.46,682.44,22.0194,723.46,3,friday_close,726.96,682.44,False,2.7,63.8,21.6
2025-04-14 20:32,GNC,ConsStaples,90,176.78,167.41,9.367,176.98,3,friday_close,179.98,167.41,False,0.11,63.8,21.6
2025-04-14 20:32,CURY,Retail,85,98.03,93.8,4.2304,99.58,3,friday_close,100.68,93.8,False,1.58,62.8,20.1
2025-04-14 20:32,HMSO,FinServices,80,242.25,233.1,9.1571,254.25,3,friday_close,256.25,233.1,False,4.95,61.7,18.3
2025-04-14 20:32,RHIM,Industrials,80,3032.93,2872.48,160.4538,3007.95,3,friday_close,3102.88,2872.48,False,-0.82,61.7,18.3
2025-04-21 20:32,AVON,Industrials,90,1399.86,1320.58,79.2787,1345.87,5,friday_close,1399.86,1320.58,False,-3.86,63.8,20.9
2025-04-21 20:32,SDP,FinServices,90,491.4,479.86,11.5451,501.9,5,friday_close,501.9,479.86,False,2.14,63.8,20.9
2025-04-21 20:32,CCEP,ConsStaples,85,6767.99,6591.71,176.2784,6591.71,4,stop_hit,6797.98,6591.71,False,-2.6,62.8,19.4
2025-04-21 20:32,HSX,Insurance,85,1170.68,1133.69,36.9884,1133.69,3,stop_hit,1170.68,1133.69,False,-3.16,62.8,19.4
2025-04-21 20:32,LLOY,Banking,85,70.31,67.8,2.5065,72.89,5,friday_close,73.53,67.8,False,3.67,62.8,19.4
2025-04-28 20:32,SAGA,FinServices,85,138.8,130.33,8.4746,133.4,4,friday_close,138.8,130.33,False,-3.89,62.8,21.5
2025-04-28 20:32,SN,Pharma,80,997.92,972.85,25.067,1080.41,4,friday_close,1080.41,972.85,False,8.27,61.7,19.6
2025-04-28 20:32,RS1,Industrials,80,513.8,492.9,20.9013,526.29,4,friday_close,526.29,492.9,False,2.43,61.7,19.6
