run_date,ticker,sector,score,entry_price,stop_price,atr,exit_price,exit_day,exit_reason,trigger_close,trigger_day,return_pct,prob,allocation_pct
2025-10-13 22:56,SPX,Industrials,75,6929.49,6779.7,149.7895,6674.51,2,stop_next_open,6644.51,1,-3.68,60.7,17.9
2025-10-20 22:56,HILS,Industrials,90,2104.83,2051.05,53.7727,2169.82,5,friday_close,,,3.09,63.8,21.2
2025-10-20 22:56,SN,Pharma,85,1356.0,1336.33,19.6656,1376.5,5,friday_close,,,1.51,62.8,19.7
2025-10-20 22:56,DOCS,Retail,85,91.74,87.41,4.3307,93.94,5,friday_close,,,2.4,62.8,19.7
2025-10-20 22:56,ELM,Chemicals,85,164.2,159.17,5.0272,169.4,5,friday_close,,,3.17,62.8,19.7
2025-10-20 22:56,PPET,FinServices,85,576.96,564.15,12.8031,607.96,5,friday_close,,,5.37,62.8,19.7
2025-10-27 22:56,AJB,FinServices,95,550.88,531.76,19.1253,541.88,5,friday_close,,,-1.63,64.9,21.8
2025-10-27 22:56,BGEO,Banking,95,7774.38,7540.74,233.6434,7964.37,5,friday_close,,,2.44,64.9,21.8
2025-10-27 22:56,ANTO,Mining,85,2713.0,2635.1,77.9001,2745.0,5,friday_close,,,1.18,62.8,18.8
2025-10-27 22:56,PRU,Insurance,85,1045.5,1025.12,20.38,1071.0,5,friday_close,,,2.44,62.8,18.8
2025-10-27 22:56,OXIG,Industrials,85,1931.95,1862.61,69.3386,1879.95,5,friday_close,,,-2.69,62.8,18.8
2025-11-03 22:56,ABDN,FinServices,80,205.0,199.4,5.601,203.6,5,friday_close,,,-0.68,61.7,20.7
2025-11-03 22:56,BYIT,Industrials,80,374.17,362.21,11.9558,359.6,5,stop_next_open,355.4,4,-3.89,61.7,20.7
2025-11-03 22:56,FGP,Leisure,80,210.97,204.16,6.8097,203.37,5,stop_next_open,203.57,4,-3.6,61.7,20.7
2025-11-03 22:56,BP,Energy,75,447.26,439.0,8.2594,464.01,5,friday_close,,,3.74,60.7,18.9
2025-11-03 22:56,CSN,Insurance,75,278.5,272.64,5.8562,276.0,5,friday_close,,,-0.9,60.7,18.9
2025-11-10 22:56,SUPR,FinServices,95,80.99,79.46,1.5212,79.29,5,friday_close,,,-2.1,64.9,22.4
