run_date,ticker,sector,score,entry_price,stop_price,atr,stop_mult,exit_price,exit_day,exit_reason,return_pct,prob,allocation_pct
2025-03-03 20:57,BATS,ConsStaples,85,3101.96,2955.23,58.6914,2.5,3151.93,5,friday_close,1.61,62.8,0.0
2025-03-03 20:57,GSK,Pharma,85,1478.91,1405.15,29.5048,2.5,1557.88,5,friday_close,5.34,62.8,0.0
2025-03-03 20:57,IHG,Leisure,85,132.19,124.86,2.9337,2.5,124.86,3,stop_hit,-5.55,62.8,0.0
2025-03-03 20:57,AVON,Industrials,85,1481.85,1351.11,52.2977,2.5,1429.86,5,friday_close,-3.51,62.8,0.0
2025-03-03 20:57,PAG,FinServices,85,757.14,703.76,21.3515,2.5,714.16,5,friday_close,-5.68,62.8,0.0
2025-03-10 20:57,SSE,Energy,80,1477.53,1399.68,31.1401,2.5,1516.51,5,friday_close,2.64,61.7,0.0
2025-03-10 20:57,BATS,ConsStaples,75,3151.93,2996.26,62.2685,2.5,3197.9,5,friday_close,1.46,60.7,0.0
2025-03-10 20:57,IPF,FinServices,75,134.89,122.96,4.7715,2.5,151.38,5,friday_close,12.22,60.7,0.0
2025-03-10 20:57,ITRK,Industrials,65,5168.26,4870.62,119.0578,2.5,4896.35,5,friday_close,-5.26,58.6,0.0
2025-03-10 20:57,MNDI,Materials,65,1252.83,1163.9,35.5738,2.5,1264.33,5,friday_close,0.92,58.6,0.0
2025-03-17 20:57,BRSC,FinServices,90,1265.57,1215.53,20.0182,2.5,1257.58,5,friday_close,-0.63,63.8,0.0
2025-03-17 20:57,GRI,RealEstate,90,204.92,191.97,5.1785,2.5,203.42,5,friday_close,-0.73,63.8,0.0
2025-03-17 20:57,KNOS,Tech,90,703.79,623.01,32.3112,2.5,716.78,5,friday_close,1.85,63.8,0.0
2025-03-17 20:57,OXIG,Industrials,90,1903.78,1681.71,88.8282,2.5,1883.79,5,friday_close,-1.05,63.8,0.0
2025-03-17 20:57,BARC,Banking,85,294.79,269.16,10.2526,2.5,303.54,5,friday_close,2.97,62.8,0.0
2025-03-24 20:57,LWDB,FinServices,105,899.78,865.41,13.7501,2.5,878.79,5,friday_close,-2.33,67.0,0.0
2025-03-24 20:57,NWG,Banking,95,462.62,425.57,14.8188,2.5,451.72,5,friday_close,-2.36,64.9,0.0
2025-03-24 20:57,RTO,Industrials,90,347.11,322.08,10.0144,2.5,347.51,5,friday_close,0.12,63.8,0.0
2025-03-24 20:57,ITH,Energy,85,136.81,120.11,6.6798,2.5,159.38,5,friday_close,16.5,62.8,0.0
2025-03-24 20:57,HWDN,Materials,80,741.78,696.79,17.9954,2.5,718.78,5,friday_close,-3.1,61.7,0.0
2025-03-31 20:57,CCR,ConsStaples,90,129.15,118.03,4.4467,2.5,119.15,5,friday_close,-7.74,63.8,0.0
2025-03-31 20:57,BHMG,FinServices,85,375.0,360.34,5.865,2.5,385.0,5,friday_close,2.67,62.8,0.0
2025-03-31 20:57,ENOG,Energy,80,874.33,778.69,38.2577,2.5,778.69,5,stop_hit,-10.94,61.7,0.0
2025-03-31 20:57,HLN,Pharma,75,391.23,373.86,6.9471,2.5,373.86,5,stop_hit,-4.44,60.7,0.0
2025-03-31 20:57,RKT,Materials,75,5443.6,5181.62,104.7913,2.5,5181.62,5,stop_hit,-4.81,60.7,0.0
2025-04-07 20:57,PINT,FinServices,68,91.98,85.82,2.4641,2.5,95.38,5,friday_close,3.7,59.2,0.0
2025-04-07 20:57,IMB,ConsStaples,65,2745.58,2578.73,66.7427,2.5,2919.49,5,friday_close,6.33,58.6,0.0
2025-04-07 20:57,PAF,Mining,65,39.54,33.56,2.3933,2.5,47.89,5,friday_close,21.11,58.6,0.0
2025-04-07 20:57,ADM,Insurance,63,2842.04,2674.61,66.9721,2.5,3127.84,5,friday_close,10.06,58.2,0.0
