run_date,ticker,sector,score,entry_price,target_price,stop_price,limit_price,exit_price,exit_day,exit_reason,return_pct,prob,allocation_pct
2025-10-20 20:11,DOCS,Retail,85,91.74,96.07,87.41,95.59,93.94,5,friday_close,2.4,62.8,19.7
2025-10-20 20:11,ELM,Chemicals,85,164.2,169.23,159.17,168.38,169.4,5,friday_close,3.17,62.8,19.7
2025-10-20 20:11,PPET,FinServices,85,576.96,589.76,564.15,586.81,607.96,5,friday_close,5.37,62.8,19.7
2025-10-27 20:11,AJB,FinServices,95,550.88,570.01,531.76,567.16,541.88,5,friday_close,-1.63,64.9,21.8
2025-10-27 20:11,BGEO,Banking,95,7774.38,8008.03,7540.74,7967.99,7964.37,5,friday_close,2.44,64.9,21.8
2025-10-27 20:11,ANTO,Mining,85,2713.0,2790.9,2635.1,2776.95,2745.0,5,friday_close,1.18,62.8,18.8
2025-10-27 20:11,PRU,Insurance,85,1045.5,1065.88,1025.12,1060.55,1071.0,5,friday_close,2.44,62.8,18.8
2025-10-27 20:11,OXIG,Industrials,85,1931.95,2001.29,1862.61,1991.28,1879.95,5,friday_close,-2.69,62.8,18.8
2025-11-03 20:11,ABDN,FinServices,80,205.0,210.6,199.4,209.55,203.6,5,friday_close,-0.68,61.7,20.7
2025-11-03 20:11,BYIT,Industrials,80,374.17,386.12,362.21,384.19,354.6,5,friday_close,-5.23,61.7,20.7
2025-11-03 20:11,FGP,Leisure,80,210.97,217.78,204.16,216.69,207.77,5,friday_close,-1.52,61.7,20.7
2025-11-03 20:11,BP,Energy,75,447.26,455.52,439.0,453.24,464.01,5,friday_close,3.74,60.7,18.9
2025-11-03 20:11,CSN,Insurance,75,278.5,284.36,272.64,282.94,276.0,5,friday_close,-0.9,60.7,18.9
2025-11-10 20:11,SUPR,FinServices,95,80.99,82.51,79.46,82.1,79.29,5,friday_close,-2.1,64.9,22.4
2025-11-10 20:11,RR,Industrials,90,1161.0,1190.0,1132.0,1184.05,1094.5,5,friday_close,-5.73,63.8,21.0
2025-11-10 20:11,EDV,Mining,85,3142.0,3272.15,3011.85,3255.79,3186.0,5,friday_close,1.4,62.8,19.4
2025-11-10 20:11,LRE,Insurance,85,675.41,692.45,658.37,688.99,592.0,5,friday_close,-12.35,62.8,19.4
2025-11-10 20:11,FGP,Leisure,80,207.77,214.73,200.82,213.66,200.38,5,friday_close,-3.56,61.7,17.8
2025-11-17 20:11,BT-A,Telecoms,90,178.68,182.83,174.53,181.92,175.13,5,friday_close,-1.99,63.8,23.1
2025-11-17 20:11,IPF,FinServices,85,208.0,212.91,203.09,211.85,202.5,5,friday_close,-2.64,62.8,21.4
2025-11-17 20:11,MAB,Leisure,80,242.0,249.41,234.59,248.16,243.5,5,friday_close,0.62,61.7,19.6
2025-11-17 20:11,COA,ConsStaples,75,80.6,82.59,78.61,82.18,79.6,5,friday_close,-1.24,60.7,17.9
2025-11-17 20:11,HTG,Energy,75,368.5,382.48,354.52,380.57,358.0,5,friday_close,-2.85,60.7,17.9
2025-11-24 20:11,CCL,Leisure,90,1843.91,1905.47,1782.36,1895.94,1804.92,5,friday_close,-2.11,63.8,21.3
2025-11-24 20:11,MGNS,Materials,90,4490.0,4610.17,4369.83,4587.12,4705.0,5,friday_close,4.79,63.8,21.3
2025-11-24 20:11,EDV,Mining,85,3294.0,3450.81,3137.19,3433.56,3612.0,5,friday_close,9.65,62.8,19.7
2025-11-24 20:11,RTO,Industrials,85,405.5,413.45,397.55,411.38,422.5,5,friday_close,4.19,62.8,19.7
2025-11-24 20:11,PHNX,Insurance,80,664.0,676.24,651.76,672.86,694.0,5,friday_close,4.52,61.7,18.0
2025-12-01 20:11,CCEP,ConsStaples,95,6970.0,7106.25,6833.75,7070.72,6770.0,5,friday_close,-2.87,64.9,22.2
2025-12-01 20:11,SDR,FinServices,90,386.0,393.6,378.4,391.63,390.2,5,friday_close,1.09,63.8,20.6
2025-12-01 20:11,DCC,Industrials,85,5025.0,5119.62,4930.38,5094.02,5000.0,5,friday_close,-0.5,62.8,19.1
2025-12-01 20:11,INF,Media,85,946.2,964.45,927.95,959.63,941.4,5,friday_close,-0.51,62.8,19.1
2025-12-01 20:11,NXT,Retail,85,14095.51,14343.94,13847.08,14272.22,13931.41,5,friday_close,-1.16,62.8,19.1
2025-12-08 20:11,AAS,FinServices,90,361.99,368.73,355.24,366.89,369.99,5,friday_close,2.21,63.8,21.6
2025-12-08 20:11,JMAT,Chemicals,90,2004.0,2054.24,1953.76,2043.97,2050.0,5,friday_close,2.3,63.8,21.6
2025-12-08 20:11,PRU,Insurance,85,1097.5,1119.42,1075.58,1113.82,1106.5,5,friday_close,0.82,62.8,20.1
2025-12-08 20:11,NG,Utilities,80,1135.5,1150.79,1120.21,1145.04,1126.0,5,friday_close,-0.84,61.7,18.3
2025-12-08 20:11,QQ,Industrials,80,421.37,433.37,409.38,431.2,435.77,5,friday_close,3.42,61.7,18.3
2025-12-15 20:11,FEV,FinServices,95,421.5,426.48,416.52,424.35,416.0,5,friday_close,-1.3,64.9,21.9
2025-12-15 20:11,BAG,ConsStaples,90,634.0,648.79,619.21,645.55,635.0,5,friday_close,0.16,63.8,20.3
2025-12-15 20:11,GAMA,Telecoms,90,922.0,944.1,899.9,939.38,908.0,5,friday_close,-1.52,63.8,20.3
2025-12-15 20:11,CSN,Insurance,85,284.5,290.62,278.38,289.17,298.0,5,friday_close,4.75,62.8,18.8
2025-12-15 20:11,KIE,Materials,85,221.5,228.93,214.07,227.79,224.5,5,friday_close,1.35,62.8,18.8
2025-12-22 20:11,RICA,FinServices,90,294.0,298.49,289.51,297.0,294.5,3,friday_close,0.17,63.8,21.2
2025-12-22 20:11,BLND,RealEstate,85,390.8,400.01,381.59,398.01,398.8,3,friday_close,2.05,62.8,19.7
