week_date,ftse100_open,ftse100_close,ftse100_return_pct,ftse250_open,ftse250_close,ftse250_return_pct,resolved_date
2026-03-10 07:40,10249.2,10261.15,0.1166,22097.6,22071.1,-0.1199,2026-03-16
